"Clave";"Fecha";"Pais";"Forma";"Texto";"Valido";"Reflexivo";"Complemento_de";"Aspecto_verbal";"Sujeto";"Perifrasis"
"SANT_H11_037";"8/2/19";"España";"riendo";"… se me pegan un poco las sábanas y voy corriendo <risas = “E”/> <risas = “I”/> pero bueno …";"no";;;;;
"SANT_H12_020";"8/2/19";"España";"riendo";"… / en la otra esquina / tuve que ir corriendo y por cinco minutos no<alargamiento/> / no …";"no";;;;;
"SANT_H22_027";"5/4/16";"España";"riendo";"… E: buf I: y yo iba agarrado / él se iba riendo / él se iba riendo porque me veía E: sí …";"si";"si";"no";"gerundio";"animado";"no_reflexiva"
"SANT_H22_027";"5/4/16";"España";"riendo";"… E: buf I: y yo iba agarrado / él se iba riendo / él se iba riendo porque me veía E: sí …";"si";"si";"no";"gerundio";"animado";"no_reflexiva"
"SANT_H31_051";"10/3/17";"España";"riendo";"… / el vecino que no conozco de nada y está barriendo / o sea // para mí el usted es <silencio/> …";"no";;;;;
"SANT_H31_051";"10/3/17";"España";"riendo";"… que está arriba caerá o sea / que estamos sufriendo un cambio climático / es evidente / es …";"no";;;;;
"SANT_H31_051";"10/3/17";"España";"riendo";"… cáncer terminal y dices / está el hombre sufriendo y dices <cita> mira a ver si se …";"no";;;;;
"SANT_H31_051";"10/3/17";"España";"riendo";"… no me he dado cuenta // y venir alguien corriendo que te ha reconocido el coche <cita> oye que …";"no";;;;;
"SANT_H31_051";"10/3/17";"España";"riendo";"… luego ya me meto un poquito en / en casa / meriendo y<alargamiento/> me doy una ducha si vengo …";"no";;;;;
"SANT_H32_032";"13/4/15";"España";"riendo";"… en los hijos // él pensaba / y les sigue queriendo / pero <silencio/> pero pensaba que todo iba …";"no";;;;;
"SANT_M11_040";"30/9/16";"España";"riendo";"… hay cinco personas tra <palabra_cortada/> queriendo trabajar por menos de lo que trabajan …";"no";;;;;
"SANT_M12_022";"17/11/16";"España";"riendo";"… repente que<alargamiento/> le veo venir corriendo E: <risas = ""E""/> / I: <entre_risas> …";"no";;;;;
"SANT_M13_006";"24/10/16";"España";"riendo";"… implantar / ¿crees que la educación está sufriendo un retroceso o que vamos hacia adelante? I: …";"no";;;;;
"SANT_M13_006";"24/10/16";"España";"riendo";"… / la situación que está<alargamiento/> sufriendo el Racing? I: s<alargamiento/>í conozco …";"no";;;;;
"SANT_M22_028";"3/5/19";"España";"riendo";"… dijo / bueno pues claro // el tío salió corriendo y tal / luego vino la policía / bueno …";"no";;;;;
"SANT_M31_054";"17/11/16";"España";"riendo";"… / pues tenían sus casas / cuando se iban muriendo los que<alargamiento/> / pues luego las …";"no";;;;;
"SANT_M31_054";"17/11/16";"España";"riendo";"… / ¿verdad? I: sí E: porque está ocurriendo mucho I: sí E: ¿tú qué piensas de eso? …";"no";;;;;
"SANT_M32_036";"11/4/15";"España";"riendo";"… vi un<alargamiento/> señor con un nene y corriendo y eso me <simultáneo> pone </simultáneo> E: …";"no";;;;;
"SANT_M33_018";"17/11/16";"España";"riendo";"… por / porque / no sé / estamos / estemos sufriendo <simultáneo> cambio climático …";"no";;;;;
"SANT_M33_018";"17/11/16";"España";"riendo";"… I: <simultáneo> que vamos sufriendo </simultáneo> E: y que tú lo has observado …";"no";;;;;
"VALE_H13_020";"1/3/00";"España";"riendo";"… más responsabilidad de la que te dan / no queriendo<alargamiento/> <vacilación/> ni …";"no";;;;;
"VALE_H13_020";"1/3/00";"España";"riendo";"… <palabra_cortada/> mi hermana siempre iba abriendo el camino / y yo la ayudaba / entonces nos …";"no";;;;;
"VALE_H21_057";"1/3/03";"España";"riendo";"… / o sea<alargamiento/> la gente ha ido adquiriendo más cultura / pero menos civismo // o …";"no";;;;;
"VALE_M11_070";"1/3/06";"España";"riendo";"… regordeta / y<alargamiento/> era muy mala corriendo / y siempre me dejaban la última // <risas = …";"no";;;;;
"VALE_M12_038";"1/6/01";"España";"riendo";"… que llaman a la puerta tengo que ir corriendo // pero está muy bien // la primera …";"no";;;;;
"VALE_M22_035";"a2001-06-01";"España";"riendo";"… ya me mosqueó // me bajé <vacilación/> / corriendo y era uno que se había metido con mi hija y …";"no";;;;;
"VALE_M23_001";"1/3/97";"España";"riendo";"… siguió / y yo recuerdo / como una loca / corriendo por las calles de Alborache y el perro …";"no";;;;;
"VALE_M32_027";"1/3/00";"España";"riendo";"… con unos biberones así // la cabra venía corriendo cuando veía ¡ba<alargamiento/>hh! / y se …";"no";;;;;
"VALE_M33_010";"1/3/99";"España";"riendo";"… es la<alargamiento/> pasamos medio corriendo / y<alargamiento/> <vacilación/> …";"no";;;;;
"GRAN_H13_001";"23/5/06";"España";"riéndo";"… fuera la primera vez se / los ves en la cama riéndose los dos // dices <cita> ¡vaya! </cita> …";"si";"si";"no";"gerundio";"animado";"semicausativa"
"MALA_H13_065";"1/1/94";"España";"riéndo";"… dentro de cincuenta años a lo mejor estaré muriéndome E: ya I: y<alargamiento/> en …";"no";;;;;
"MALA_M13_701";"1/1/99";"España";"riéndo";"… pasado ¡no sé qué! / y no ver a la gente muriéndose así <simultáneo> pff si ya </simultáneo> …";"no";;;;;
"ALCA_M32_035";"3/5/11";"España";"riéndo";"… pues todo el día con la boca abierta / riéndose E: pero descríbemela un poco así cómo es …";"si";"si";"no";"gerundio";"animado";
"MADR_H22_026";"16/3/11";"España";"riéndo";"… // veinte días <risas = ""E""/> // recorriéndome toda Italia / E: ¡qué bien! I: Austria …";"no";;;;;
"MADR_M11_004";"25/11/08";"España";"riéndo";"… claro me <vacilación/> me estuve media hora riéndome de ellos / <risas = ""E""/> pero porque es …";"si";"si";"si";"gerundio";"animado";"reflexiva"
"SCOM_H21_039";"31/7/13";"España";"riéndo";"… <silencio/> y / bueno L. y yo pa pa pa así riéndonos <cita> <lengua = ""gallego""> eh / non sei …";"si";"si";"no";"gerundio";"animado";
"SANT_M12_022";"17/11/16";"España";"riéndo";"… I: <simultáneo> siempre </simultáneo> estoy riéndome // o por lo menos <simultáneo> procuro …";"si";"si";"no";"gerundio";"animado";"no_reflexiva"
"GRAN_H22_026";"1/1/08";"España";"reído";"… / pasa que eso mi madre siempre se ha reído mucho / cuando nos ha regañado // a mi madre …";"si";"si";"no";"perfectivo";"animado";
"GRAN_H33_015";"1/3/06";"España";"reído";"… / divertido nos hemo<alargamiento/>s // reído // y ella sabe que tiene un problema porque …";"si";"si";"no";"perfectivo";"animado";
"MALA_H22_731";"1/1/99";"España";"reído";"… // ¡esto es gracioso! / nosotros nos hemos reído con esto una<alargamiento/> ¡una pechada! / …";"si";"si";"con";"perfectivo";"animado";
"SEVI_M22_042";"17/3/17";"España";"reído";"… ni decir me he caído y me he reído <risas = “E”/> o sea que un andaluz puede …";"si";"si";"no";"perfectivo";"animado";
"SEVI_M22_042";"17/3/17";"España";"reído";"… me he caído me he reído y <vacilación/> y cecear lo justo E: uhum …";"si";"si";"no";"perfectivo";"animado";
"ALCA_H23_007";"16/3/11";"España";"reído";"… la temporada de verano porque no te lo has creído / y andas que si voy por las mañanas con la …";"no";;;;;
"MADR_H13_013";"27/2/08";"España";"reído";"… nueve meses / ¡qué más da! // y / yo me he reído mucho / o sea yo me he reído muchísimo E: …";"si";"si";"no";"perfectivo";"animado";
"MADR_H13_013";"27/2/08";"España";"reído";"… nueve meses / ¡qué más da! // y / yo me he reído mucho / o sea yo me he reído muchísimo E: …";"si";"si";"no";"perfectivo";"animado";
"SANT_M21_046";"3/5/19";"España";"reído";"… / nos lo pasamos genial / no me he reído más en mi vida <risas = “E”/> / porque …";"si";"si";"no";"perfectivo";"animado";
"VALE_M31_051";"1/6/01";"España";"reído";"… / sofre <palabra_cortada/> todo <sic> sofreído </sic> <silencio/> y luego<alargamiento/> …";"no";;;;;
"GRAN_H11_038";"8/7/09";"España";"río";"… ""cláusula no completa""/> / por el tema del frío y eso E: <observación_complementaria = …";"no";;;;;
"GRAN_H13_001";"23/5/06";"España";"río";"… últimamente la operaron / pero ya lleva un período ya que se ha estabilizado / dicen que …";"no";;;;;
"GRAN_H21_043";"23/4/09";"España";"río";"… bueno pues nos juntábamos los crío<alargamiento/>s hablábamos más que los de …";"no";;;;;
"GRAN_H21_043";"23/4/09";"España";"río";"… se iban / a<alargamiento/> a<alargamiento/>l río / con los barreños del <simultáneo> menudo …";"no";;;;;
"GRAN_H21_043";"23/4/09";"España";"río";"… la tenemos pegando<alargamiento/> a un río / al río que hay de Cádiar // y nos íbamos …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… // la pesca de<alargamiento/> // de río E: sí I: <tiempo = “12:03“/> no la pesca …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… pero no<alargamiento/> es lo mismo que la de río // más que nada el río me gusta porque / hay …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… / vas conociendo el<alargamiento/> // el río / vas<alargamiento/> el<alargamiento/> …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… / la pesca de<alargamiento/> de río es<alargamiento/> / de pesca de alta montaña …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… es<alargamiento/> pescar / ir<alargamiento/> río arriba / pescando // que por eso voy tanto a …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… tanto a la villa porque hay / unos ríos preciosos ahí E: ¿sí? I: <tiempo = …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… los de alta montaña son // ríos / de aguas / limpias limpias // …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… es<alargamiento/> subir subir subir subir río<alargamiento/>s y en los<alargamiento/> ríos …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… andando andando / hasta llegar a lo alto del río E: ¿y siempre subiendo? I: siempre …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… e<alargamiento/>stán en / los ríos de alta montaña ya lo dice <vacilación/> // …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… las truchas están en todo el río / pero claro / tú puedes pescar una trucha …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… / sorprendiéndolas / para pillarlas / el río / de la pesca de truchas es<alargamiento/> / …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… // luego / hay<alargamiento/> pues / en Riofrío / en Riofrío hay un río / que se puede …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… de alta montaña / que es muy llanico // el río Genil también / antes era<alargamiento/> / …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… // cucharilla y la echas al río otra vez E: <observación_complementaria = …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… no se queda<alargamiento/> el<alargamiento/> río en dos días sin truchas E: claro / ¿y qué …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… // E: ¿qué parte le gusta más? I: los ríos // de<alargamiento/> / <simultáneo> la …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… </simultáneo> // E: <simultáneo> los ríos </simultáneo> I: que son los que más me …";"no";;;;;
"GRAN_H32_032";"19/9/08";"España";"río";"… parte // sí<alargamiento/> I: aparte del río Lanjarón<alargamiento/> toda la parte de …";"no";;;;;
"GRAN_H33_015";"1/3/06";"España";"río";"… de la sierra / pero dan a la zona del río / con lo cual / pues / es hay un silencio …";"no";;;;;
"GRAN_M11_040";"15/8/09";"España";"río";"… padres como que // ahora / llevan más a los críos <simultáneo> a esos l<alargamiento/> sitios …";"no";;;;;
"GRAN_M11_040";"15/8/09";"España";"río";"… siempre el día de la Cruz // llueve / hace frío hace mal tiempo / menos este año que me …";"no";;;;;
"GRAN_M11_040";"15/8/09";"España";"río";"… I: pero normalmente siempre llueve / hace frío / vamos E: sí sí sí I: algo ocurre // …";"no";;;;;
"GRAN_M12_023";"23/5/08";"España";"río";"… // no me gustan los sitios muy fríos <silencio/> por ejemplo Alemania y sitios …";"no";;;;;
"GRAN_M12_023";"23/5/08";"España";"río";"… // también como<alargamiento/> // con mucho frío y todo / la gente es como que sale menos / …";"no";;;;;
"GRAN_M21_046";"12/2/09";"España";"río";"… confo<palabra_cortada/> / en la cosas de críos / conforme salen por la puerta te vas …";"no";;;;;
"GRAN_M21_046";"12/2/09";"España";"río";"… día / estupendo en la playa porque claro de crío / pues<alargamiento/> que te lleven a la …";"no";;;;;
"GRAN_M21_046";"12/2/09";"España";"río";"… / a la playa a la piscina a<alargamiento/>l río / a hacer la típica <simultáneo> …";"no";;;;;
"GRAN_M22_028";"23/5/08";"España";"río";"… / y allí nos poníamos todos los críos a<alargamiento/> // a hacer el bárbaro …";"no";;;;;
"GRAN_M22_028";"23/5/08";"España";"río";"… hacía todavía un poco de <simultáneo> frío </simultáneo> // E: <simultáneo> claro …";"no";;;;;
"GRAN_M23_010";"1/7/05";"España";"río";"… // para que<alargamiento/> / para quitar el frío // había una chimenea de esa<alargamiento/>s …";"no";;;;;
"GRAN_M31_053";"21/5/09";"España";"río";"… ajo lo machaco fri<palabra_cortada/> / lo frío E: sí I: y lo machaco con la asadura del …";"no";;;;;
"GRAN_M32_034";"16/2/08";"España";"río";"… // y a él lo consideraba más bien / un crío // con dos años menos / lo consideraba un …";"no";;;;;
"GRAN_M32_034";"16/2/08";"España";"río";"… // menudica la parto y<alargamiento/> y sofrío la cebolla y tomate bastante también // y …";"no";;;;;
"GRAN_M32_034";"16/2/08";"España";"río";"… / pue<alargamiento/>s / primero / sofrío la carne // es lo primero que hago / y la …";"no";;;;;
"GRAN_M33_016";"1/9/06";"España";"río";"… al final lo hondo ya / pasaba el río <silencio/> y<alargamiento/> …";"no";;;;;
"MALA_H11_114";"1/1/99";"España";"río";"… los Balcanes no hay nada / nada más que hay frío piedras y nieve E: <tiempo = ""43:36""/> …";"no";;;;;
"MALA_H12_712";"1/1/99";"España";"río";"… sesenta y ocho e<alargamiento/>n el / en el río <extranjero> Washita </extranjero> …";"no";;;;;
"MALA_H12_712";"1/1/99";"España";"río";"… eso todo está inspirada / en la del río <extranjero> Washita </extranjero> …";"no";;;;;
"MALA_H12_712";"1/1/99";"España";"río";"… tenían que hacer una exploración / por un río / una <término> descubierta </término> …";"no";;;;;
"MALA_H12_712";"1/1/99";"España";"río";"… / le habían dicho que no pasara de cierto río / no cruzara cierto río / y él lo cruzó / él …";"no";;;;;
"MALA_H22_731";"1/1/99";"España";"río";"… / ¡o dentro! <tiempo = ""40:00""/> / según el frío que<alargamiento/> / o<alargamiento/> el …";"no";;;;;
"MALA_H22_731";"1/1/99";"España";"río";"… la mañana / a las diez o por ahí veíamos un río bonito o un sitio / <cita> pues nos paramos …";"no";;;;;
"MALA_H22_731";"1/1/99";"España";"río";"… </simultáneo> / ahí hay unas / unos ríos de aguas <énfasis> limpias </énfasis> / …";"no";;;;;
"MALA_H23_719";"5/5/99";"España";"río";"… tres horas que <tiempo = ""13:01""/> / es el período de adaptación de la vida fetal a la …";"no";;;;;
"MALA_H23_719";"5/5/99";"España";"río";"… tres horas para que se calienten / no cojan frío y todas esas cosas / y a las tres o cuatro …";"no";;;;;
"MALA_H23_719";"5/5/99";"España";"río";"… <risas = ""todos""/> / si pegan esos voceríos / ¡a mí me aturden! / entonces no I: …";"no";;;;;
"MALA_H31_108";1999;"España";"río";"… diferencias pues que allí hace mucho frío E: frío ¿no? // allí nevaba y todo eso ¿no? …";"no";;;;;
"MALA_H31_108";1999;"España";"río";"… que sí hablan bien / <ininteligible/> me río con ellos porque me da risa E: los de Canal …";"si";"si";"con";"imperfectivo";"animado";
"MALA_H32_727";"1/1/99";"España";"río";"… hoy la desembocadura de<alargamiento/> / del río Guadalmedina <tiempo = ""10:02""/> / ahí …";"no";;;;;
"MALA_M12_710";"1/1/99";"España";"río";"… E: ¡qué bonito es! ¿eh? I: lo malo es el frío E: <simultáneo> ¿sí? </simultáneo> I: …";"no";;;;;
"MALA_M12_710";"1/1/99";"España";"río";"… a<alargamiento/> a presumir de calor ni de frío! <risas = ""I""/> / y luego por ejemplo este …";"no";;;;;
"MALA_M12_710";"1/1/99";"España";"río";"… <risas = ""I""/> E: y ¿qué tal? / ¿mucho frío? I: mucho / ¡bueno! en la casa / como …";"no";;;;;
"MALA_M13_701";"1/1/99";"España";"río";"… / a las cinco de la mañana ¡no hacía frío allí! / ¡de la hostia! / ¡los dedos <sic> …";"no";;;;;
"MALA_M13_701";"1/1/99";"España";"río";"… quince / ¡no veas! / ¿sabes? / ahora ¡hacía frío! / los <extranjero> <sic> greenes </sic> …";"no";;;;;
"MALA_M13_701";"1/1/99";"España";"río";"… dieciséis A1: ¡anda! A1: ¡voy a pasar frío Paco! A1: ¿qué? / ¡oh! / ¡allí hará frío …";"no";;;;;
